gene	community
AT1G20010	1
AT1G59820	1
AT1G13210	1
AT1G22570	1
AT1G76970	1
AT3G25610	1
AT1G17420	1
AT1G44170	1
AT1G27080	1
AT3G45700	1
AT5G11570	1
AT4G21980	1
AT3G13860	1
AT2G02090	1
AT5G04360	1
AT1G56450	1
AT5G19000	1
AT3G60250	1
AT3G10190	1
AT4G03400	1
AT1G19270	1
AT4G21560	1
AT1G53510	1
AT1G21720	1
AT1G24620	1
AT1G64750	1
AT5G45010	1
AT1G47250	1
AT2G27020	1
AT1G08780	1
AT2G07340	1
AT1G64010	1
AT1G75990	1
AT5G11160	1
AT1G60140	1
AT5G20280	1
AT2G46370	1
AT5G58290	1
AT1G21780	1
AT3G22110	1
AT1G31340	1
AT4G36800	1
AT1G19180	1
AT3G17860	1
AT5G08570	1
AT1G51710	1
AT5G42790	1
AT3G60190	1
AT3G55380	1
AT1G10730	1
AT1G02310	1
AT1G49910	1
AT2G21620	1
AT1G51900	1
AT2G32730	1
AT1G29150	1
AT3G59920	1
AT5G42650	1
AT5G10270	1
AT5G23290	1
AT2G22190	1
AT1G74360	1
AT5G67340	1
AT3G12740	1
AT1G27910	1
AT4G21380	1
AT1G29850	1
AT1G64520	1
AT4G31300	1
AT5G09550	1
AT5G52040	1
AT4G14800	1
AT3G25780	1
AT3G51550	1
AT4G17270	1
AT3G04050	1
AT1G62160	1
AT2G35580	1
AT5G63880	1
AT1G73370	1
AT4G04180	1
AT4G10090	1
AT1G60780	1
AT3G54850	1
AT2G21470	1
AT1G08270	1
AT1G03760	1
AT1G77760	1
AT5G60410	1
AT1G13280	1
AT3G25960	1
AT2G39010	1
AT5G60010	1
AT4G23220	1
AT1G69270	1
AT3G14290	1
AT1G04690	1
AT5G19640	1
AT1G10570	1
AT1G32090	1
AT5G46020	1
AT1G08990	1
AT2G14540	1
AT1G69400	1
AT2G23150	1
AT5G23540	1
AT1G45000	1
AT5G03340	1
AT3G14310	1
AT1G05990	1
AT3G22400	1
AT2G26390	1
AT3G52220	1
AT5G10100	1
AT2G35635	1
AT2G03430	1
AT2G03760	1
AT2G26890	1
AT2G38410	1
AT1G70460	1
AT4G28470	1
AT5G53480	1
AT1G15130	1
AT1G03950	1
AT1G23490	1
AT1G61690	1
AT5G50870	1
AT5G35980	1
AT3G01100	1
AT1G29990	1
AT1G62170	1
AT1G17500	1
AT2G40460	1
AT3G60820	1
AT1G26830	1
AT3G16320	1
AT5G43010	1
AT1G10200	1
AT3G06035	1
AT1G01510	1
AT4G35630	1
AT3G52930	1
AT1G47240	1
AT5G57950	1
AT1G60430	1
AT4G01710	1
AT3G53960	1
AT5G42150	1
AT1G78460	1
AT4G18010	1
AT1G68710	1
AT2G20840	1
AT1G59970	1
AT5G01410	1
AT5G60540	1
AT1G69860	1
AT3G22630	1
AT2G20050	1
AT1G26660	1
AT2G39760	1
AT3G06720	1
AT1G20200	1
AT3G22200	1
AT1G58230	1
AT3G15180	1
AT3G20630	1
AT3G51260	1
AT3G53230	1
AT1G55760	1
AT1G48670	1
AT3G09840	1
AT1G73020	1
AT5G27730	1
AT5G03160	1
AT4G08140	1
AT1G16360	1
AT3G45720	1
AT4G34260	1
AT5G13320	1
AT2G03410	1
AT1G19940	1
AT4G18780	1
AT1G51720	1
AT5G60790	1
AT2G13790	1
AT1G31670	1
AT1G51350	1
AT1G20110	1
AT1G69670	1
AT3G52640	1
AT1G68090	1
AT5G10220	1
AT3G43700	1
AT3G07360	1
AT1G17110	1
AT2G32410	1
AT5G67560	1
AT2G26590	1
AT2G19710	1
AT3G47810	1
AT3G51920	1
AT3G05530	1
AT1G64030	1
AT1G79470	1
AT4G33330	1
AT5G03290	1
AT3G21280	1
AT4G30850	1
AT1G06410	1
AT2G12550	1
AT2G25240	1
AT1G54100	1
AT4G16640	1
AT2G16740	1
AT1G70170	1
AT5G55160	1
AT3G22480	1
AT1G79450	1
AT4G24040	1
AT4G24820	1
AT1G04920	1
AT2G26990	1
AT3G03740	1
AT1G72450	1
AT2G14170	1
AT2G42790	1
AT2G41410	1
AT1G31690	1
AT3G59440	1
AT3G17820	1
AT2G40300	1
AT1G54280	1
AT4G04930	1
AT4G29160	1
AT3G50960	1
AT3G02260	1
AT1G72125	1
AT5G51060	1
AT5G12380	1
AT1G67250	1
AT4G30360	1
AT3G07490	1
AT2G36680	1
AT5G19250	1
AT5G51820	1
AT1G09100	1
AT3G55890	1
AT3G22120	1
AT5G44340	1
AT4G11230	1
AT4G26390	1
AT5G56760	1
AT2G30860	1
AT5G21010	1
AT5G07390	1
AT5G13350	1
AT1G60220	1
AT1G53790	1
AT2G19830	1
AT4G15020	1
AT2G44100	1
AT1G69523	1
AT5G47180	1
AT3G24550	1
AT3G45220	1
AT1G14530	1
AT5G09630	1
AT4G19740	1
AT3G58510	1
AT3G45810	1
AT3G54140	1
AT4G25360	1
AT3G55740	1
AT2G30290	1
AT3G51160	1
AT2G42880	1
AT1G14370	1
AT2G21590	1
AT5G66150	1
AT4G04620	1
AT5G63810	1
AT5G44030	1
AT3G14350	1
AT4G03290	1
AT2G26780	1
AT4G12270	1
AT5G16570	1
AT5G36890	1
AT4G12860	1
AT5G12040	1
AT3G21670	1
AT5G05560	1
AT3G48150	1
AT5G47810	1
AT1G74770	1
AT1G74950	1
AT1G68020	1
AT1G79910	1
AT4G16600	1
AT3G27000	1
AT1G55510	1
AT2G14960	1
AT2G19790	1
AT3G49860	1
AT5G48880	1
AT5G13220	1
AT5G49190	1
AT1G49245	1
AT1G32880	1
AT2G03670	1
AT1G23160	1
AT3G54380	1
AT2G24940	1
AT3G60740	1
AT5G39630	1
AT1G12070	1
AT5G19330	1
AT1G09090	1
AT1G70700	1
AT4G37870	1
AT4G18790	1
AT4G19020	1
AT4G29840	1
AT3G12760	1
AT3G54540	1
AT1G70820	1
AT5G58580	1
AT5G27540	1
AT1G64060	1
AT1G79820	1
AT5G37180	1
AT3G24530	1
AT5G13380	1
AT4G00170	1
AT1G78570	1
AT5G58780	1
AT4G17220	1
AT2G07040	1
AT1G19230	1
AT5G46040	1
AT3G46510	1
AT4G33430	1
AT1G54940	1
AT2G02800	1
AT1G79350	1
AT5G19140	1
AT5G17760	1
AT3G21620	1
AT1G75010	1
AT3G07920	1
AT3G13900	1
AT3G60640	1
AT1G11190	1
AT1G02900	1
AT1G66340	1
AT1G79610	1
AT1G27600	1
AT5G67210	1
AT5G42140	1
AT2G29550	1
AT5G38650	1
AT5G60770	1
AT1G06225	1
AT1G29390	1
AT3G12400	1
AT2G23170	1
AT5G58050	1
AT1G53165	1
AT3G03580	1
AT3G18940	1
AT4G10790	1
AT2G40940	1
AT3G03110	1
AT3G43300	1
AT2G02220	1
AT2G46170	1
AT1G22210	1
AT2G35620	1
AT1G01470	2
AT3G50970	2
AT1G20440	2
AT1G20450	2
AT1G09350	2
AT5G40390	2
AT1G22770	2
AT5G61380	2
AT2G42530	2
AT1G52690	2
AT3G17520	2
AT2G17840	2
AT1G56300	2
AT1G32560	2
AT1G30620	2
AT2G20370	2
AT5G52310	2
AT3G02480	2
AT2G42540	2
AT2G25930	2
AT1G13740	2
AT4G26080	2
AT5G24470	2
AT5G65300	2
AT4G18700	2
AT5G55990	2
AT3G22380	2
AT2G40080	2
AT1G07050	2
AT5G23240	2
AT1G51950	2
AT3G04730	2
AT5G06760	2
AT4G32570	2
AT5G24520	2
AT2G46340	2
AT4G16146	2
AT3G53040	2
AT4G35310	2
AT1G76180	2
AT1G56600	2
AT4G23920	2
AT2G18915	2
AT1G18890	2
AT2G17290	2
AT1G07430	2
AT5G35410	2
AT5G57050	2
AT1G54410	2
AT3G15660	2
AT5G02810	2
AT4G38410	2
AT3G20410	2
AT5G37780	2
AT4G18710	2
AT1G02820	2
AT1G72770	2
AT1G78290	2
AT5G42900	2
AT1G17665	2
AT4G09570	2
AT2G25620	2
AT5G60100	2
AT4G27600	2
AT3G11410	2
AT5G59220	2
AT2G18790	2
AT4G28640	2
AT5G43700	2
AT1G12480	2
AT5G37500	2
AT5G14760	2
AT4G02500	2
AT1G01140	2
AT5G62880	2
AT2G38120	2
AT3G23000	2
AT1G04400	2
AT5G63860	2
AT2G23120	2
AT1G52400	2
AT1G52410	2
AT5G64330	2
AT1G09415	2
AT1G15750	2
AT1G74380	2
AT3G02850	2
AT1G04240	2
AT1G15580	2
AT5G45830	2
AT3G43810	2
AT3G62100	2
AT3G16500	2
AT3G11540	2
AT1G13180	2
AT5G25890	2
AT5G58380	2
AT4G33980	2
AT5G66400	2
AT1G12910	2
AT4G35140	2
AT3G15540	2
AT1G65960	2
AT3G58680	2
AT5G28640	2
AT4G39130	2
AT3G62980	2
AT2G03220	2
AT5G49980	2
AT4G01026	2
AT1G15050	2
AT5G52300	2
AT5G18200	2
AT1G09020	2
AT3G01090	2
AT1G02690	2
AT4G32280	2
AT1G52830	2
AT4G14550	2
AT1G09570	2
AT3G50500	2
AT5G09250	2
AT5G62220	2
AT2G30360	2
AT4G14560	2
AT1G10940	2
AT2G30580	2
AT4G11110	2
AT2G44740	2
AT5G45110	2
AT1G20693	2
AT2G36640	2
AT4G19660	2
AT3G20290	2
AT4G21940	2
AT3G23400	2
AT1G71000	2
AT5G01600	2
AT1G35670	2
AT5G19450	2
AT1G01360	2
AT3G50980	2
AT1G04250	2
AT2G46990	2
AT5G65670	2
AT1G79270	2
AT1G65480	2
AT4G33950	2
AT2G01200	2
AT5G36940	2
AT4G05420	2
AT5G23150	2
AT5G43980	2
AT2G38910	2
AT3G45780	2
AT1G72390	2
AT1G64480	2
AT4G37670	2
AT1G79440	2
AT4G03020	2
AT2G34090	2
AT3G15670	2
AT5G02200	2
AT4G24960	2
AT1G22280	2
AT4G27500	2
AT1G04100	2
AT4G29080	2
AT2G22670	2
AT3G12200	2
AT3G23030	2
AT5G12480	2
AT1G04550	2
AT1G50700	2
AT2G35890	2
AT4G26500	2
AT1G19730	2
AT2G38270	2
AT1G17550	2
AT4G17615	2
AT5G57110	2
AT2G34180	2
AT4G16280	2
AT1G15550	2
AT5G10940	2
AT3G17750	2
AT4G23650	2
AT1G65390	2
AT5G04870	2
AT2G37678	2
AT5G47120	2
AT1G76040	2
AT1G80110	2
AT4G03190	2
AT4G26570	2
AT5G07070	2
AT5G53160	2
AT4G35230	2
AT4G26560	2
AT4G02150	2
AT2G33380	2
AT3G16470	2
AT3G17600	2
AT4G20370	2
AT2G28380	2
AT3G23050	2
AT5G40780	2
AT2G46700	2
AT5G48330	2
AT5G14070	2
AT1G54870	2
AT3G51850	2
AT1G69960	2
AT5G24860	2
AT4G21200	2
AT1G76260	2
AT5G60550	2
AT4G38230	2
AT1G65700	3
AT4G03430	3
AT1G10580	3
AT1G51510	3
AT1G07360	3
AT5G63120	3
AT5G22330	3
AT2G17870	3
AT4G22380	3
AT3G01150	3
AT5G20160	3
AT3G19840	3
AT1G77180	3
AT2G29210	3
AT1G08880	3
AT1G54690	3
AT5G41010	3
AT1G20920	3
AT1G01940	3
AT2G21130	3
AT1G31280	3
AT1G13690	3
AT3G62840	3
AT3G18790	3
AT3G56070	3
AT2G33730	3
AT1G28060	3
AT5G16780	3
AT5G64270	3
AT2G28720	3
AT1G51380	3
AT1G31870	3
AT1G03330	3
AT5G48870	3
AT1G18040	3
AT3G02920	3
AT3G09480	3
AT5G10980	3
AT1G17130	3
AT2G42270	3
AT1G32750	3
AT3G54280	3
AT5G59180	3
AT5G41770	3
AT1G02090	3
AT3G61140	3
AT1G20960	3
AT1G56410	3
AT5G11530	3
AT5G58230	3
AT1G13330	3
AT1G67370	3
AT1G53540	3
AT3G46230	3
AT1G54380	3
AT3G07590	3
AT1G05000	3
AT5G01290	3
AT1G62740	3
AT3G09440	3
AT1G26665	3
AT5G42060	3
AT5G28740	3
AT5G20570	3
AT5G46210	3
AT3G24500	3
AT1G79940	3
AT2G18740	3
AT2G38770	3
AT5G51940	3
AT2G29580	3
AT2G47410	3
AT1G17440	3
AT3G10070	3
AT5G09390	3
AT1G48410	3
AT1G17730	3
AT3G27120	3
AT4G34340	3
AT5G09920	3
AT2G07690	3
AT2G33440	3
AT5G42820	3
AT1G08130	3
AT1G05910	3
AT2G47330	3
AT5G57980	3
AT1G12270	3
AT3G55520	3
AT2G47640	3
AT2G32600	3
AT4G31580	3
AT1G77600	3
AT5G15920	3
AT1G06770	3
AT5G44280	3
AT1G76300	3
AT2G43770	3
AT2G04630	3
AT3G19760	3
AT1G04510	3
AT1G02680	3
AT5G45600	3
AT1G71230	3
AT3G53500	3
AT2G27170	3
AT1G02840	3
AT4G25020	3
AT5G67240	3
AT1G26370	3
AT5G59950	3
AT1G63160	3
AT1G74310	3
AT3G12580	3
AT4G02840	3
AT2G16600	3
AT5G18440	3
AT5G38110	3
AT1G61010	3
AT3G66652	3
AT4G12600	3
AT5G42920	3
AT5G02490	3
AT1G27630	3
AT4G19600	3
AT5G12190	3
AT1G80930	3
AT2G41630	3
AT1G63990	3
AT3G28730	3
AT1G26840	3
AT1G07060	3
AT4G02570	3
AT3G11500	3
AT3G50670	3
AT2G13540	3
AT3G44600	3
AT1G33980	3
AT1G75510	3
AT1G16030	3
AT5G02500	3
AT5G23230	3
AT5G09860	3
AT2G38730	3
AT2G16860	3
AT5G22060	3
AT3G22320	3
AT5G48600	3
AT3G18165	3
AT5G38480	3
AT5G06160	3
AT4G34870	3
AT5G62290	3
AT1G22920	3
AT4G37120	3
AT5G56130	3
AT1G15200	3
AT2G27285	3
AT3G45980	3
AT3G10330	3
AT5G51440	3
AT3G27130	3
AT5G17690	3
AT2G41500	3
AT1G04080	3
AT2G15270	3
AT3G11960	3
AT1G20580	3
AT3G13570	3
AT5G64200	3
AT3G23325	3
AT1G78650	3
AT1G66510	3
AT1G19120	3
AT1G27720	3
AT1G32230	3
AT5G56030	3
AT2G32050	3
AT4G24440	3
AT4G16265	3
AT3G13200	3
AT1G14650	3
AT1G55150	3
AT1G15270	3
AT1G69250	3
AT4G30890	3
AT1G27900	3
AT5G42970	3
AT5G58760	3
AT2G40650	3
AT5G10810	3
AT4G30220	3
AT3G07860	3
AT2G37560	3
AT1G07270	3
AT5G46280	3
AT2G47970	3
AT5G14250	3
AT1G73690	3
AT3G28870	3
AT5G07060	3
AT2G23930	3
AT1G03190	3
AT4G21100	3
AT1G77470	3
AT1G04730	3
AT5G28550	3
AT4G20440	3
AT2G29500	3
AT1G30480	3
AT2G44195	3
AT5G27740	3
AT3G49430	3
AT2G32590	3
AT1G10930	3
AT2G28560	3
AT3G25230	3
AT3G44110	3
AT1G71800	3
AT1G52740	3
AT4G38130	3
AT2G24490	3
AT5G17440	3
AT5G63610	3
AT5G65420	3
AT4G33060	3
AT1G14570	3
AT4G15420	3
AT1G66750	3
AT1G66740	3
AT4G20330	3
AT3G12280	3
AT2G44200	3
AT1G05055	3
AT1G35530	3
AT5G50930	3
AT2G18510	3
AT2G30000	3
AT5G65280	3
AT5G51410	3
AT5G17360	3
AT5G64680	3
AT4G36690	3
AT5G51120	3
AT5G49560	3
AT3G54670	3
AT1G18090	3
AT5G12020	3
AT1G16330	3
AT1G27920	3
AT5G19870	3
AT1G32130	3
AT3G14700	3
AT3G17880	3
AT5G06600	3
AT5G51300	3
AT4G36020	3
AT1G01040	3
AT4G38780	3
AT1G59990	3
AT1G57820	3
AT3G57060	3
AT3G02710	3
AT2G21300	3
AT2G20560	3
AT5G58003	3
AT3G54490	3
AT1G15860	3
AT5G59140	3
AT1G08840	3
AT1G09815	3
AT4G37210	3
AT3G11910	3
AT5G52290	3
AT3G53460	3
AT1G33520	3
AT4G30820	3
AT1G65440	3
AT2G13370	3
AT3G51110	3
AT2G27120	3
AT1G54140	3
AT1G27570	3
AT5G13480	3
AT5G63960	3
AT4G25200	3
AT4G10670	3
AT1G27590	3
AT5G53400	3
AT2G18760	3
AT5G09420	3
AT3G63010	3
AT1G44910	3
AT2G21060	3
AT2G03870	3
AT2G31270	3
AT2G23380	3
AT4G31400	3
AT1G55970	3
AT1G55080	3
AT3G13445	3
AT2G47980	3
AT4G02450	3
AT1G13730	3
AT3G03340	3
AT5G40550	3
AT2G26460	3
AT2G41460	3
AT3G29380	3
AT5G13570	3
AT1G55830	3
AT1G53490	3
AT2G46980	3
AT1G53720	3
AT1G24706	3
AT1G49250	3
AT5G44170	3
AT4G32850	3
AT5G02570	3
AT1G76860	3
AT1G64040	3
AT5G14530	3
AT1G56290	3
AT1G16610	3
AT3G07740	3
AT5G12030	3
AT5G56740	3
AT5G30490	3
AT3G16980	3
AT3G54630	3
AT1G01370	3
AT5G52910	3
AT3G59810	3
AT5G43130	3
AT2G27880	3
AT1G21690	3
AT5G15570	3
AT1G48360	3
AT4G20280	3
AT1G03770	3
AT1G30350	3
AT3G29090	3
AT4G30330	3
AT3G14890	3
AT4G21110	3
AT4G26430	3
AT1G67220	3
AT1G66260	3
AT5G27610	3
AT2G34210	3
AT4G14110	3
AT1G52950	3
AT3G55930	3
AT2G31320	3
AT1G07970	3
AT4G32910	3
AT3G09620	3
AT1G28327	3
AT5G49110	3
AT1G03750	3
AT5G23880	3
AT4G09140	3
AT5G48120	3
AT1G17810	3
AT5G14870	3
AT1G18480	3
AT2G31305	3
AT1G04190	3
AT2G24410	3
AT4G12400	3
AT3G20650	3
AT1G67623	3
AT2G16780	3
AT2G29070	3
AT1G07570	3
AT1G43140	3
AT2G38560	3
AT2G25850	3
AT1G15780	3
AT1G25540	3
AT3G47120	3
AT4G24740	3
AT1G06960	3
AT4G19130	3
AT3G23060	3
AT5G26680	3
AT1G61040	3
AT3G28500	3
AT3G52270	3
AT1G22275	3
AT2G45280	3
AT4G29820	3
AT5G65800	3
AT1G17760	3
AT2G47620	3
AT1G73100	3
AT4G36650	3
AT3G12810	3
AT1G28530	3
AT3G04710	3
AT2G41700	3
AT3G05070	3
AT3G09180	3
AT4G02430	3
AT5G27720	3
AT1G16190	3
AT1G79650	3
AT1G63730	3
AT3G12980	3
AT1G09700	3
AT5G39930	3
AT5G16850	3
AT3G18630	3
AT1G52500	3
AT2G32940	3
AT4G21710	3
AT2G24590	3
AT1G09450	3
AT1G19890	3
AT4G10760	3
AT3G23980	3
AT4G22410	3
AT3G09350	3
AT4G14220	3
AT1G48790	3
AT3G54130	3
AT4G35520	3
AT5G64730	3
AT4G00710	3
AT1G36030	3
AT5G12230	3
AT1G10290	3
AT1G59610	3
AT1G71120	3
AT5G12460	3
AT2G44980	3
AT5G27670	3
AT5G25060	3
AT5G55170	3
AT1G80070	3
AT1G54050	3
AT2G32120	3
AT1G14850	3
AT1G80670	3
AT3G16680	3
AT1G31240	3
AT4G35800	3
AT3G48210	3
AT3G06560	3
AT5G58040	3
AT4G35050	3
AT1G14830	3
AT3G09100	3
AT4G24270	3
AT1G33410	3
AT3G51700	3
AT1G51450	3
AT3G16830	3
AT5G27680	3
AT2G37020	3
AT1G61700	3
AT1G49310	3
AT1G18450	3
AT2G33340	3
AT1G13370	3
AT5G63110	3
AT2G36740	3
AT4G09980	3
AT1G27595	3
AT2G21550	3
AT3G48900	3
AT4G16420	3
AT4G35740	3
AT3G10400	3
AT3G32940	3
AT4G14970	3
AT3G61130	3
AT2G33610	3
AT3G43250	3
AT1G16710	3
AT4G38600	3
AT4G12740	3
AT3G61800	3
AT4G04920	3
AT5G44010	3
AT4G24710	3
AT5G02530	3
AT5G62600	3
AT4G11240	3
AT1G02740	3
AT1G15660	3
AT4G25540	3
AT4G18720	3
AT2G30260	3
AT1G76710	3
AT1G50030	3
AT3G57370	3
AT3G11200	3
AT5G48030	3
AT5G48570	3
AT2G01240	3
AT1G18340	3
AT5G23570	3
AT5G04670	3
AT1G12290	3
AT5G02650	3
AT3G26640	3
AT1G32300	3
AT5G64350	3
AT2G35340	3
AT3G57300	3
AT2G20680	3
AT1G62310	3
AT5G57450	3
AT1G02750	3
AT3G14120	3
AT3G45620	3
AT2G35510	3
AT1G15460	3
AT3G17590	3
AT4G17540	3
AT1G52530	3
AT4G22670	3
AT2G18040	3
AT5G66130	3
AT3G44530	3
AT5G58470	3
AT4G19000	3
AT3G05580	3
AT1G58070	3
AT1G23550	3
AT3G20475	3
AT5G40820	3
AT1G60930	3
AT3G50360	3
AT3G53110	3
AT1G80680	3
AT1G80000	3
AT1G14688	3
AT1G80760	3
AT1G76940	3
AT1G03530	4
AT3G13940	4
AT1G18850	4
AT2G47990	4
AT1G72320	4
AT1G15440	4
AT3G21540	4
AT1G31660	4
AT5G66540	4
AT2G18900	4
AT4G25730	4
AT4G05410	4
AT5G52820	4
AT1G10490	4
AT5G41190	4
AT1G48920	4
AT3G06530	4
AT3G57940	4
AT1G25260	4
AT1G29940	4
AT1G56110	4
AT3G18600	4
AT2G37990	4
AT2G40360	4
AT3G10530	4
AT1G02870	4
AT4G02400	4
AT1G04945	4
AT1G22270	4
AT1G06380	4
AT4G28200	4
AT5G15750	4
AT3G56990	4
AT4G34910	4
AT1G75670	4
AT1G79150	4
AT1G52930	4
AT3G13230	4
AT5G38720	4
AT5G54910	4
AT2G18220	4
AT1G69070	4
AT4G01560	4
AT5G16750	4
AT5G15550	4
AT1G12650	4
AT3G26410	4
AT3G01160	4
AT2G36930	4
AT5G08620	4
AT5G17270	4
AT5G48240	4
AT1G63780	4
AT2G44860	4
AT1G13160	4
AT2G17250	4
AT2G45730	4
AT5G20600	4
AT3G15080	4
AT3G11964	4
AT3G22660	4
AT4G23540	4
AT1G15420	4
AT2G19540	4
AT3G16810	4
AT2G22400	4
AT3G58660	4
AT4G04940	4
AT1G52980	4
AT1G43860	4
AT1G16280	4
AT1G77680	4
AT5G35910	4
AT2G03820	4
AT3G12270	4
AT1G04870	4
AT1G36310	4
AT3G57660	4
AT3G49180	4
AT5G64420	4
AT1G54770	4
AT2G44510	4
AT1G64600	4
AT3G55510	4
AT1G06720	4
AT3G09720	4
AT2G34260	4
AT3G15460	4
AT4G19610	4
AT4G25340	4
AT5G14520	4
AT2G47250	4
AT4G29510	4
AT1G03360	4
AT3G12670	4
AT2G40700	4
AT3G23620	4
AT5G05210	4
AT5G11240	4
AT3G55620	4
AT4G15770	4
AT4G25630	4
AT3G46210	4
AT3G24080	4
AT2G29540	4
AT5G62440	4
AT1G11800	4
AT5G24840	4
AT4G26600	4
AT2G47420	4
AT3G62310	4
AT5G50320	4
AT2G19380	4
AT5G12220	4
AT1G30820	4
AT5G14050	4
AT5G57280	4
AT1G50920	4
AT1G11240	4
AT3G49990	4
AT2G40430	4
AT3G05060	4
AT4G16630	4
AT3G16840	4
AT1G60620	4
AT1G60850	4
AT3G21300	4
AT4G31790	4
AT1G63980	4
AT5G57120	4
AT2G34570	4
AT1G42440	4
AT4G38890	4
AT1G77030	4
AT3G02320	4
AT3G12860	4
AT1G30240	4
AT1G49540	4
AT5G59980	4
AT3G07750	4
AT3G57150	4
AT3G12340	4
AT5G37130	4
AT1G80270	4
AT2G25355	4
AT4G28450	4
AT5G38890	4
AT5G61330	4
AT1G63810	4
AT5G08180	4
AT1G71850	4
AT5G61770	4
AT5G17930	4
AT2G21440	4
AT5G55920	4
AT4G10620	4
AT2G34750	4
AT1G72440	4
AT5G15810	4
AT3G03920	4
AT3G51270	4
AT3G51800	4
AT5G05920	4
AT4G36580	4
AT4G11060	4
AT1G31970	4
AT5G43720	4
AT5G47680	4
AT2G19385	4
AT5G27990	4
AT2G43650	4
AT4G04670	4
AT2G24500	4
AT1G30960	4
AT5G61030	4
AT4G30990	4
AT4G31420	4
AT5G62190	4
AT5G14600	4
AT3G03060	4
AT5G04600	4
AT5G06360	4
AT3G06480	4
AT3G57000	4
AT3G25940	4
AT4G31120	4
AT5G52470	4
AT5G02050	4
AT5G15700	4
AT5G08600	4
AT1G72560	4
AT1G75200	4
AT1G33390	4
AT5G65900	4
AT1G68990	4
AT5G67630	4
AT1G64550	4
AT3G04820	4
AT3G02220	4
AT1G48570	4
AT1G63660	4
AT5G14580	4
AT4G20320	4
AT2G27200	4
AT3G60360	4
AT1G17690	4
AT5G19300	4
AT3G02650	4
AT3G26560	4
AT1G71840	4
AT4G13780	4
AT1G23280	4
AT2G46230	4
AT5G61020	4
AT4G03180	4
AT1G67120	4
AT2G34357	4
AT3G01610	4
AT4G07410	4
AT5G40530	4
AT5G63630	4
AT2G31410	4
AT4G40000	4
AT4G21130	4
AT1G60080	4
AT5G49530	4
AT5G23710	4
AT1G10270	4
AT1G27760	4
AT3G56120	4
AT2G28600	4
AT5G60990	4
AT5G22650	4
AT1G13870	4
AT1G71750	4
AT3G06200	4
AT2G26200	4
AT2G32415	4
AT3G61620	4
AT3G01540	4
AT1G55870	4
AT1G18800	4
AT1G13030	4
AT5G38830	4
AT3G17465	4
AT4G02220	4
AT1G20370	4
AT1G04230	4
AT5G65860	4
AT2G19480	4
AT5G23300	4
AT1G03110	4
AT1G32580	4
AT3G50690	4
AT5G16930	4
AT3G18610	4
AT3G49080	4
AT1G14300	4
AT5G50310	4
AT2G47790	4
AT1G19520	4
AT1G15480	4
AT1G76170	4
AT4G27010	4
AT1G06560	4
AT5G45140	4
AT5G64830	4
AT5G62950	4
AT5G19820	4
AT3G07050	4
AT4G19210	4
AT5G08610	4
AT5G56950	4
AT4G15850	4
AT3G56330	4
AT5G13680	4
AT4G30996	4
AT1G72270	4
AT3G28230	4
AT4G12790	4
AT3G49320	4
AT3G11710	4
AT3G56510	4
AT5G13830	4
AT5G01230	4
AT5G12410	4
AT2G06990	4
AT1G08410	4
AT1G26530	4
AT3G59630	4
AT1G27461	4
AT1G17070	4
AT4G27490	4
AT3G56690	4
AT1G74560	4
AT4G13570	4
AT5G45400	4
AT1G13930	4
AT5G18280	4
AT4G31520	4
AT1G59760	4
AT4G12130	4
AT3G44690	4
AT3G59020	4
