Gene_A	Gene_B	correlation
AT1G13160	AT1G63810	0.8265579916547734
AT1G14650	AT3G22320	0.8265456235220101
AT1G09340	AT5G09660	0.8264877563312932
AT1G14150	AT3G01500	0.8264808722033127
AT1G42440	AT2G19385	0.8264738127967999
AT1G13160	AT1G63780	0.8264723371997589
AT1G75510	AT3G57660	0.8264630569593326
AT1G69070	AT3G18610	0.8264472294743036
AT1G48900	AT3G02190	0.826437877838921
AT1G56110	AT3G12340	0.8264094096908181
AT1G77470	AT3G27640	0.826389407459917
AT1G16280	AT5G55920	0.8263682506340125
AT1G52690	AT5G66400	0.826326420620352
AT1G04730	AT5G28550	0.8262878310361822
AT1G17100	AT3G06650	0.8262874515471579
AT1G26880	AT2G36170	0.8262836162454119
AT1G15420	AT3G12270	0.8262824351768896
AT1G10490	AT3G09720	0.8262492442046986
AT1G29940	AT1G77030	0.8261531312168372
AT1G01610	AT4G24730	0.8261318167184771
AT1G50370	AT4G08960	0.8261147895398057
AT1G07070	AT1G80750	0.8261029359789258
AT1G31330	AT5G17170	0.826052121326651
AT1G16280	AT5G61330	0.8260447961077934
AT1G14620	AT4G00100	0.8260432845543301
AT1G13160	AT4G25630	0.826017585668713
AT1G15930	AT1G28260	0.8260094788968833
AT1G78050	AT5G09550	0.82597772818256
AT1G61580	AT2G37990	0.8259165147673049
AT1G31970	AT3G57940	0.8259018826254759
AT1G42970	AT2G35370	0.8258588315876174
AT1G34430	AT1G59900	0.8258212750796586
AT1G77030	AT3G13230	0.8257870067328176
AT1G15810	AT5G27850	0.8257663794803969
AT1G75350	AT3G55330	0.8257578499884689
AT1G48030	AT4G02580	0.8257093895192703
AT1G63810	AT5G27990	0.8256936265038041
AT1G22780	AT4G29390	0.8256818326316206
AT1G06720	AT5G61330	0.825680054690825
AT1G04170	AT5G20290	0.8256707732379075
AT4G29040	AT5G52040	0.8256672181807274
AT1G52930	AT3G60360	0.8256432081471273
AT1G01940	AT3G18165	0.8256089204227771
AT5G13630	AT5G20720	0.8255791083991385
AT1G63780	AT1G75670	0.8255557442865051
AT1G65930	AT4G19820	0.8255479707308218
AT1G25230	AT2G42070	0.8255457075180612
AT1G64860	AT1G67840	0.8255244072607978
AT1G08520	AT1G44446	0.8255004027378369
AT1G54780	AT1G67740	0.825497862038107
AT1G06720	AT5G41190	0.825441689849993
AT1G04810	AT5G59240	0.8254255551553823
AT1G03360	AT3G60360	0.8254133229893013
AT1G05190	AT1G74970	0.825391565245606
AT1G63780	AT4G19610	0.8253726226098842
AT1G44446	AT3G01060	0.8253643297025149
AT1G10580	AT2G16600	0.8253023904359285
AT1G03130	AT1G08380	0.8252965460891751
AT1G15020	AT5G63910	0.8252920616611502
AT1G76300	AT4G20440	0.825288747241368
AT1G69070	AT2G03820	0.8252800988966308
AT1G03630	AT4G25080	0.8252487807680494
AT1G23740	AT1G52220	0.8251887554871011
AT1G54500	AT1G68590	0.8251846127238555
AT1G07360	AT4G34870	0.8251699585165163
AT1G52980	AT5G08600	0.8251557788284399
AT1G63780	AT4G28200	0.825143460257548
AT1G77750	AT5G10360	0.8251256618245327
AT1G75670	AT4G21130	0.8251207752843325
AT1G65430	AT5G03200	0.8251150445395291
AT1G12400	AT3G57080	0.8250970685090677
AT1G50920	AT3G57940	0.8250728903962262
AT1G12840	AT5G47030	0.8250578877285409
AT1G48630	AT5G27770	0.8250530973001861
AT1G29940	AT1G43860	0.8250197571892145
AT1G52980	AT2G34570	0.8250140345310628
AT1G50900	AT2G37660	0.8249931687654395
AT1G33780	AT2G29570	0.8249504627819777
AT1G53540	AT2G29500	0.8249219829538557
AT1G50920	AT3G25940	0.8249072103497553
AT1G07360	AT3G56070	0.8248737971373048
AT1G23740	AT2G17972	0.8248731858698333
AT1G36730	AT2G40290	0.8248652584114325
AT1G14400	AT5G06460	0.8248507027363605
AT1G64510	AT3G15190	0.8248276804705403
AT1G65080	AT3G20000	0.8248249859768156
AT1G31812	AT2G23390	0.8248021529046539
AT1G12250	AT5G17170	0.8247342443364496
AT1G52980	AT5G61770	0.8247199308747419
AT1G07830	AT3G60770	0.8247012292774013
AT1G25260	AT5G43720	0.8246978752987604
AT1G64280	AT2G46370	0.8246738513379378
AT1G09620	AT1G50200	0.8246582200831809
AT1G76080	AT5G57345	0.8245921826379973
AT1G32060	AT1G54780	0.8245889415612684
AT1G07320	AT3G23700	0.8245828315233993
AT1G58440	AT2G07050	0.8245817099070174
AT1G09200	AT5G10400	0.8245777420590591
AT1G52220	AT5G40950	0.8245367631032833
AT1G20920	AT4G34870	0.8245233716801087
AT1G09340	AT4G28660	0.8244958387684532
AT1G69070	AT5G20600	0.8244696306959061
AT1G15420	AT1G63780	0.8244498358498105
AT1G06720	AT2G43650	0.8244199795455928
AT1G65040	AT4G21810	0.8244189178833826
AT1G47210	AT2G23430	0.8244104224906765
AT1G47220	AT1G77000	0.8244061715430674
AT1G23310	AT2G35370	0.8243698829939392
AT1G29260	AT3G47430	0.8243496048197906
AT1G31970	AT1G42440	0.824342591232626
AT1G30480	AT2G42270	0.8243192558016542
AT1G23280	AT1G55150	0.8243078786092105
AT1G04810	AT5G58290	0.824299945964406
AT1G05890	AT5G42990	0.8242489167334991
AT1G23410	AT5G02450	0.824246238659555
AT1G04270	AT3G25520	0.8242415910750205
AT5G37780	AT5G63770	0.824233710233195
AT1G31330	AT4G21280	0.8242296542976392
AT1G14450	AT3G12260	0.8241986245795244
AT1G51400	AT1G52220	0.8241949374382174
AT1G03360	AT3G49080	0.824192091212033
AT4G26080	AT5G03240	0.8241708006456466
AT1G68010	AT1G75690	0.8241009266410181
AT1G23800	AT5G54960	0.8240931593318819
AT1G52930	AT4G15770	0.8240913325458588
AT1G69370	AT3G44720	0.8240608072769503
AT1G50400	AT3G51800	0.8239995824784435
AT1G10270	AT2G47990	0.8239911178857986
AT1G13120	AT2G13540	0.8239506370927099
AT1G04810	AT3G18190	0.8239463588115609
AT1G52280	AT5G45750	0.8239372600111413
AT2G03160	AT4G02570	0.8239301884574822
AT1G73230	AT2G36160	0.8238644288073186
AT1G70660	AT3G57870	0.8238203427181799
AT1G52930	AT5G17270	0.8238004257228375
AT1G13120	AT1G64350	0.8237855759849526
AT1G07070	AT1G18070	0.8237823391430403
AT1G21380	AT5G14940	0.8237746054014154
AT1G22500	AT1G66180	0.8237550017695049
AT1G51380	AT3G09720	0.8237403595718958
AT1G51380	AT5G17930	0.8237202555635177
AT1G22780	AT2G41840	0.8237123686807687
AT1G55670	AT5G43750	0.8236833739653733
AT1G48850	AT5G66120	0.8236812684211962
AT1G15420	AT5G14600	0.8236808525316176
AT1G76810	AT5G02450	0.8236714112341157
AT2G01950	AT5G54160	0.8236589739954542
AT1G28060	AT2G42270	0.8236231761148155
AT1G27400	AT1G56070	0.8236129269435173
AT1G63780	AT2G25355	0.8235844262809878
AT1G72370	AT2G34480	0.8235764761005933
AT1G47220	AT3G46460	0.8235569885742275
AT1G76300	AT2G44195	0.8235465945910133
AT1G51380	AT5G47880	0.8235194915752492
AT1G34430	AT5G35360	0.823514427446153
AT1G42440	AT5G06360	0.8235143602834245
AT1G75350	AT3G56910	0.8235050171536084
AT1G17420	AT1G72520	0.8235013623244695
AT1G12000	AT2G21330	0.8234874376158777
AT1G48850	AT3G06350	0.8234544212834123
AT1G75510	AT3G09440	0.8234455422893523
AT1G16470	AT1G64750	0.8234388083800295
AT5G13530	AT5G20900	0.8234234576421283
AT1G29940	AT5G52470	0.8234099339080201
AT1G20340	AT1G51400	0.8234031669149401
AT1G26370	AT3G18790	0.8234030678679051
AT1G52980	AT2G36930	0.8233894889262992
AT1G07830	AT3G06040	0.8233737131339356
AT3G19820	AT5G57940	0.823369385993744
AT1G67560	AT5G18410	0.8233604079277833
AT1G50900	AT3G56910	0.8233259841842886
AT1G03680	AT1G76080	0.8233128635513991
AT1G69740	AT3G51820	0.8232906028685665
AT1G20920	AT2G32600	0.8232775842463732
AT1G50460	AT4G29220	0.8232420335562273
AT1G21380	AT3G16180	0.82324196182875
AT1G66670	AT5G15450	0.8232209593284601
AT1G66510	AT2G33730	0.8232190946549849
AT1G72370	AT5G61170	0.823181707134823
AT1G05190	AT5G65220	0.8231661758047151
AT1G54270	AT2G45710	0.8231216411917307
AT1G50920	AT1G72320	0.8231151301597376
AT1G16350	AT1G67560	0.8231122480944235
AT1G29330	AT1G57620	0.823111115481797
AT1G29940	AT3G04820	0.8230918919694415
AT1G14300	AT1G17690	0.8229942205660328
AT1G52980	AT4G38890	0.8229571764772244
AT2G18170	AT5G35410	0.8229501794872697
AT1G04870	AT4G31120	0.8229440186138323
AT1G54780	AT5G16400	0.8229319838610283
AT1G47260	AT5G47570	0.8228975507435902
AT1G08750	AT2G22530	0.8228843888474815
AT1G25260	AT1G77030	0.8228814533833373
AT1G15570	AT5G02880	0.8228724466927797
AT1G33980	AT5G42920	0.8228310108500269
AT2G01950	AT5G01530	0.8228257062034902
AT1G62820	AT4G20780	0.8228192756342492
AT1G12110	AT4G36250	0.8228089153888014
AT1G72370	AT5G60670	0.8228073289008171
AT1G03360	AT1G56110	0.8228051422074272
AT3G60130	AT3G60600	0.8228003459815731
AT1G02150	AT1G68590	0.8227858150908951
AT1G10580	AT3G28870	0.8227756586547661
AT1G21160	AT3G06700	0.8227691249061773
AT1G22780	AT3G48930	0.8227633089020848
AT1G76600	AT2G44500	0.8227418305152743
AT1G56190	AT1G67740	0.822707983433019
AT1G04970	AT5G34940	0.822691517837004
AT1G34030	AT5G58420	0.8226872848723811
AT1G29940	AT5G63120	0.8226822197466931
AT1G55870	AT2G25355	0.8226733248157871
AT1G15710	AT1G74710	0.8226171529912261
AT1G11960	AT1G62320	0.8226069410427117
AT1G21500	AT2G43560	0.8225974447501646
AT1G72440	AT4G05410	0.822584771073435
AT1G42440	AT3G51800	0.8224922786242157
AT1G20960	AT5G12190	0.8224676696708768
AT1G67490	AT5G63840	0.8223576217204492
AT1G56450	AT5G48760	0.8223193319019294
AT1G03130	AT5G54270	0.8223072861353939
AT1G31800	AT3G53130	0.8222924013628438
AT1G33980	AT4G25020	0.822279091437009
AT1G10230	AT1G26800	0.822247148236749
AT1G60000	AT3G11630	0.8222246106725186
AT1G22780	AT3G53740	0.8221990348878696
AT1G42440	AT5G15810	0.8221542855245632
AT1G63780	AT1G80750	0.8221425428415676
AT1G05190	AT1G35680	0.8221328812928911
AT1G48920	AT3G57150	0.8221321315125762
AT1G13690	AT3G07590	0.8220836564546876
AT1G02090	AT4G16265	0.8220810202826303
AT1G04270	AT4G00100	0.8220806898996378
AT1G16350	AT5G37850	0.8220409365757555
AT1G08360	AT2G41840	0.822031749466183
AT1G75950	AT2G03160	0.8219849249747608
AT1G33330	AT3G44890	0.8219559833528819
AT3G27925	AT3G46780	0.821955365050004
AT1G07070	AT2G37990	0.8219371336689731
AT1G03360	AT1G80270	0.8219046700628817
AT1G15420	AT1G52930	0.8219017243576004
AT1G48160	AT4G09800	0.8218918971418405
AT1G06720	AT5G65900	0.8218794521049958
AT1G63160	AT5G46210	0.8218728242401409
AT1G42440	AT3G49990	0.8218702623095681
AT1G68010	AT5G58330	0.8218210276978363
AT1G68830	AT3G56140	0.8217874662376516
AT1G72370	AT3G07110	0.8217819662730947
AT1G48920	AT5G60990	0.8217760267994817
AT1G08520	AT5G08280	0.8217666191464893
AT1G52220	AT5G23060	0.8217322565187118
AT1G10060	AT4G17260	0.8217035361902802
AT1G12910	AT4G35140	0.8216923517315907
AT1G04510	AT5G27740	0.8216241939101193
AT1G44000	AT2G21385	0.8216083594180882
AT1G74910	AT2G45790	0.8215927997920225
AT1G60000	AT4G13340	0.8215927447620908
AT1G18070	AT3G18130	0.8215893398160613
AT1G63160	AT3G56070	0.8215435562445988
AT1G64520	AT4G14800	0.8215059264945767
AT1G17690	AT3G25940	0.8214709059784869
AT1G14320	AT4G16720	0.821464755025434
AT1G49400	AT5G14320	0.821433549918562
AT1G03600	AT3G50820	0.8214244267675681
AT1G70730	AT3G08990	0.8214042644361415
AT3G04680	AT5G51660	0.8214009997811006
AT1G16740	AT3G01800	0.8213981424240008
AT1G27680	AT3G46970	0.8213439665234672
AT1G54360	AT1G55520	0.8212966958083
AT1G21190	AT3G14080	0.8212909760956781
AT1G75990	AT3G03960	0.8212755629747703
AT1G33390	AT3G18610	0.8212247213684527
AT1G25490	AT1G59830	0.8212050747497266
AT1G15810	AT2G39460	0.8211907505081916
AT1G42970	AT3G26060	0.8211653937653776
AT1G03360	AT3G61620	0.821157268201728
AT1G67300	AT3G16180	0.8211571853740971
AT1G34140	AT1G62410	0.821150856528256
AT1G20920	AT1G30480	0.8211488465567546
AT1G49400	AT4G33865	0.8211305565418872
AT1G70200	AT3G09210	0.8211232705524095
AT1G22770	AT2G18790	0.8210713458820512
AT1G62320	AT1G72700	0.8210606702427585
AT1G74270	AT3G04400	0.821034284777692
AT1G01230	AT2G19450	0.8210311863757614
AT1G49760	AT2G32220	0.821025140916661
AT1G03130	AT1G67740	0.821004006564655
AT1G07320	AT1G49400	0.8209899911357434
AT1G15580	AT3G15540	0.8209805338129379
AT1G61580	AT5G14520	0.8209613855938842
AT1G52930	AT2G22400	0.8209529975274198
AT1G60620	AT2G44510	0.8209241224495974
AT1G75670	AT3G49990	0.8209188484492669
AT1G16080	AT5G48590	0.820868272673258
AT1G52870	AT1G64720	0.8208459203076542
AT1G63810	AT4G34910	0.8208376308402987
AT1G02870	AT4G21130	0.8208292321725262
AT1G17690	AT3G57000	0.8207558584419603
AT1G47210	AT3G58040	0.8207550671126888
AT1G61870	AT5G60960	0.8207530027692906
AT1G56190	AT2G24270	0.820733105527769
AT1G64550	AT3G11964	0.820715538085244
AT1G04870	AT5G04600	0.8207022668198619
AT1G50920	AT3G16840	0.8206726059535491
AT1G29940	AT5G08600	0.8206688192471561
AT1G52980	AT2G03820	0.8206200958707476
AT1G15810	AT5G07090	0.8206108555877145
AT1G70660	AT5G42190	0.820557572224719
AT1G75200	AT4G34910	0.820517754573529
AT1G11240	AT1G54770	0.8205073942824201
AT1G62750	AT1G74970	0.8204880896432416
AT1G03780	AT4G02060	0.8204770056676473
AT1G24620	AT5G56350	0.820427100822392
AT1G71230	AT3G61140	0.8204105879380502
AT1G76300	AT4G31120	0.8203804937648799
AT1G31817	AT3G53740	0.8203527755403919
AT1G49180	AT4G24790	0.8203231581385544
AT1G69620	AT5G20290	0.8203194160542997
AT1G65960	AT5G14760	0.8202599047663006
AT1G02840	AT2G13540	0.820255077446257
AT1G74970	AT3G63490	0.8202324735013449
AT1G67490	AT5G61790	0.8202318848904757
AT1G23740	AT1G31330	0.8202104874178074
AT1G04270	AT3G02080	0.8202085989461497
AT1G31970	AT1G33390	0.8201959996211826
AT1G34220	AT5G20890	0.8201834985740739
AT1G60850	AT3G57000	0.8201611104911428
AT1G78650	AT3G18790	0.8201125221452089
AT1G05180	AT4G02570	0.8201020018780955
AT1G13160	AT5G50310	0.820056761873255
AT1G72320	AT3G12340	0.8200544889315895
AT1G14150	AT1G64510	0.8200542741853789
AT1G04870	AT1G63780	0.8200524045284076
AT1G12400	AT2G29570	0.8200462050403861
AT1G04480	AT3G16080	0.8200421470031659
AT1G20960	AT5G64270	0.8200414558968526
AT1G50900	AT3G26060	0.8200312304841099
AT1G02840	AT5G64270	0.8200203504079151
AT1G65700	AT3G12860	0.8200109232161222
AT1G16280	AT2G19540	0.8200106042619013
AT1G74470	AT3G26650	0.8200075628262649
AT1G62750	AT4G01310	0.8200073114796571
AT1G02830	AT1G24510	0.8200010632468331
AT1G22730	AT1G79090	0.8199978217436862
AT1G56110	AT3G58660	0.8199679829796089
AT1G18080	AT2G19730	0.8199511907840428
AT1G49760	AT1G61580	0.8199332135971029
AT1G14030	AT5G14320	0.8198645303526345
AT1G31660	AT3G49990	0.8198605109978347
AT1G15950	AT4G39330	0.8197989763320492
AT1G06720	AT2G47250	0.8197276757301376
AT1G04270	AT1G72370	0.8197165234801446
AT1G26880	AT2G19730	0.819672162167307
AT1G12520	AT2G28190	0.8196694122394028
AT1G63810	AT5G64420	0.8196688864340178
AT1G34030	AT4G39200	0.8196178897455968
AT1G15420	AT2G40360	0.8196007925592098
AT1G73670	AT3G01490	0.8195496230518134
AT1G14320	AT2G25210	0.8195229800424326
AT1G51400	AT1G67740	0.8195223190068948
AT1G77750	AT3G07110	0.8194633875391798
AT3G58680	AT5G28640	0.8194319731122734
AT1G73630	AT2G19860	0.8194283611717789
AT1G10070	AT3G13450	0.8194146220989468
AT1G31170	AT4G37200	0.8194116335729887
AT1G75690	AT3G26900	0.8194063996518477
AT1G20510	AT3G25780	0.8193991901439023
AT1G10840	AT5G14520	0.8193898823393464
AT1G14320	AT1G67430	0.8193748004555905
AT1G15440	AT3G25940	0.8193710726681281
AT1G31330	AT2G13360	0.8193695545374516
AT1G73060	AT1G75690	0.819298188294778
AT1G10490	AT1G75200	0.8192750625683568
AT1G12110	AT1G32450	0.8192679734677127
AT1G65590	AT2G38760	0.8192306714120702
AT1G04480	AT3G23390	0.8192174062113526
AT1G28060	AT5G64270	0.8192021419595084
AT1G77840	AT4G20980	0.8191982069752151
AT1G16030	AT3G07770	0.8191956846054846
AT1G16030	AT3G49430	0.8191950541555723
AT1G63780	AT5G24840	0.8191680283764917
AT1G20580	AT5G51940	0.819162161688895
AT1G63780	AT3G57660	0.819132215374449
AT1G77180	AT3G18165	0.8190906073676021
AT1G75840	AT5G18410	0.8190890485094995
AT1G32750	AT2G04630	0.8190799033857531
AT1G04020	AT2G32765	0.8190732478768759
AT1G02830	AT3G57290	0.8190300828931041
AT1G31817	AT3G04920	0.8190003613858786
AT3G51550	AT5G03240	0.81895893741539
AT1G13160	AT5G16750	0.8189479326711263
AT1G04170	AT1G29940	0.8189231743170182
AT1G47220	AT4G11920	0.8189226740675094
AT1G52930	AT1G72440	0.8189063854041997
AT1G07320	AT1G78630	0.818890606845523
AT1G09340	AT4G04640	0.8188551312998061
AT1G15420	AT2G19540	0.8188485006786758
AT1G31660	AT4G22380	0.8188448651324649
AT1G05910	AT3G28730	0.8188397537656845
AT1G01100	AT5G39740	0.8188102767501855
AT1G07360	AT2G38770	0.8187964707370194
AT1G61520	AT2G39730	0.8187144031395882
AT1G13160	AT4G23540	0.8186461142564789
AT1G52980	AT2G47250	0.8186384469762316
AT1G52300	AT3G23390	0.8185872218060677
AT1G18590	AT3G19710	0.818579237145568
AT1G14650	AT5G51940	0.8185450751433646
AT1G12800	AT5G56940	0.8185373340664212
AT1G68590	AT5G65220	0.8185242124308307
AT1G04270	AT1G15930	0.8185074381215686
AT1G28060	AT2G33730	0.818505016548453
AT1G68010	AT3G63140	0.8185038724526632
AT1G15440	AT2G34260	0.8184287090492803
AT1G07770	AT1G15810	0.8184063529782072
AT1G21380	AT5G11570	0.8183847025509743
AT1G15420	AT4G25630	0.8183569832936733
AT1G04810	AT5G20890	0.8183567666144361
AT1G63810	AT3G15460	0.8182854773001509
AT1G08130	AT2G32590	0.8182837927482586
AT1G16740	AT2G29530	0.8182822843418328
AT1G76100	AT4G12800	0.818270135769948
AT1G20920	AT3G53500	0.818267818779163
AT1G55480	AT1G74730	0.818260361670326
AT1G10930	AT2G28560	0.818253201299782
AT1G16280	AT3G51270	0.8182316997599224
AT1G02780	AT1G72370	0.8182115303421047
AT3G25230	AT5G52640	0.818208792569223
AT1G16470	AT4G17270	0.8181747019666388
AT3G23810	AT5G03240	0.8181319550017696
AT1G15120	AT2G20360	0.8181294947893748
AT1G29940	AT3G49990	0.8181241432221751
AT1G62740	AT3G44110	0.818115530296014
AT1G33980	AT2G17870	0.8181152249526639
AT1G69070	AT3G60360	0.8181110689933038
AT1G42440	AT4G07410	0.8181039882430058
AT1G04810	AT1G75990	0.818100635176342
AT1G77680	AT2G40700	0.8180188101962081
AT1G15420	AT5G55920	0.8180143980370499
AT1G72440	AT3G26410	0.8180129868029276
AT1G07770	AT1G31817	0.8179971300127338
AT1G76100	AT5G66190	0.8179949892557606
AT1G07360	AT3G09440	0.8179924914946844
AT1G52980	AT2G47990	0.817991605343199
AT1G72700	AT5G01180	0.8179580377117687
AT1G49970	AT5G15450	0.8179416430041433
AT1G03360	AT1G75200	0.817876271928677
AT1G70520	AT3G48040	0.8178298207745487
AT1G56190	AT5G42740	0.8177961533309196
AT1G33390	AT3G51800	0.8177942235352685
AT1G63810	AT5G41190	0.8177814390443443
AT1G56410	AT3G04050	0.8177782867772586
AT1G10490	AT3G49180	0.817765146715104
AT1G51380	AT5G57870	0.8177593311691547
AT1G78660	AT2G39780	0.8177243975845458
AT1G72990	AT3G55260	0.8177088638324035
AT1G51400	AT1G61520	0.8176801752403069
AT1G10210	AT2G43790	0.8176785837983201
AT1G47210	AT1G70660	0.8176329464582898
AT1G77030	AT4G04940	0.8176149688461023
AT1G30070	AT4G23570	0.8176115037691195
AT1G32060	AT1G43670	0.8175768663557966
AT1G01860	AT1G74970	0.8175418663314555
AT1G64510	AT5G14910	0.8175201084523538
AT1G48900	AT2G20450	0.8174982842474525
AT1G05190	AT1G64510	0.8174887610104398
AT1G05190	AT5G17870	0.817466468512193
AT1G30480	AT1G71800	0.8174637644844073
AT1G07070	AT4G25630	0.8174592599945941
AT1G47210	AT5G43080	0.8174305906697845
AT1G32470	AT1G76730	0.8174104144509786
AT1G55350	AT3G45310	0.8174095201077428
AT1G71230	AT5G46210	0.817405389613475
AT1G03130	AT2G40100	0.8174031554320453
AT1G18070	AT3G10090	0.8173970316932205
AT1G52980	AT2G40430	0.8173746842049396
AT1G78630	AT3G25920	0.8173668122617985
AT1G62160	AT1G64010	0.8173621746659943
AT1G47210	AT3G09770	0.8173491922724322
AT1G03360	AT1G16280	0.817269733424537
AT1G52740	AT4G38130	0.8172555622046552
AT1G18260	AT4G28270	0.8172538181735584
AT1G01120	AT2G01950	0.8172395065247187
AT1G08920	AT4G23460	0.8172032983392659
AT1G12900	AT4G01150	0.8171569910542202
AT1G76080	AT5G17170	0.8171493442920409
AT1G51380	AT5G02490	0.8171440713475281
AT1G15980	AT4G22890	0.8171342522115308
AT1G64880	AT3G06700	0.8170836548264311
AT1G52220	AT3G16140	0.8170519377787598
AT1G72440	AT3G12860	0.8170388019269448
AT1G63780	AT3G56990	0.8170224253663994
AT1G49760	AT1G51510	0.8169421912612265
AT1G60080	AT3G02560	0.8169173423754097
AT1G34220	AT5G08380	0.8169043989334019
AT1G08780	AT3G11500	0.8168444616121345
AT1G20340	AT4G12800	0.816843340292788
AT1G31330	AT4G15510	0.8168376033711263
AT1G72320	AT4G21130	0.8168338370805099
AT1G62750	AT2G24060	0.816811105386514
AT5G35410	AT5G55990	0.8168107015994099
AT1G53930	AT3G60020	0.8168083275440781
AT1G77470	AT2G24490	0.8167825574003353
AT1G54770	AT1G63780	0.8167515124815479
AT1G51400	AT2G40100	0.8167486913038525
AT1G50900	AT4G25050	0.8167331500404358
AT1G67630	AT3G46940	0.8167316935198453
AT1G50460	AT4G22570	0.8167171198757133
AT1G74970	AT5G65220	0.8166275515406727
AT1G54780	AT3G12780	0.8166194145365342
AT1G69070	AT5G63120	0.8166095157632713
AT1G56190	AT5G17170	0.8165774049209102
AT1G54770	AT1G63810	0.8165729175335523
AT1G73030	AT4G35730	0.8165604828097226
AT1G33390	AT1G69070	0.816531429178693
AT1G27320	AT5G35750	0.8165068807292514
AT1G15440	AT1G64550	0.816501313547626
AT1G77180	AT3G09440	0.8164805763697146
AT1G14450	AT2G42210	0.8164736166304322
AT1G61520	AT3G56940	0.8164516117675342
AT1G22570	AT5G14940	0.8164018137251468
AT1G65700	AT3G28870	0.8163940125163719
AT1G11680	AT1G20330	0.816391181941451
AT1G56410	AT5G56630	0.8163858315490842
AT1G24510	AT3G51800	0.8163847576502976
AT1G56110	AT1G77030	0.8163706152392872
AT1G70290	AT2G20670	0.8163699669018771
AT1G16460	AT4G04610	0.8163302632925323
AT1G52190	AT5G62680	0.8163263493018684
AT1G52930	AT2G32220	0.8163141352121055
AT1G06720	AT5G35910	0.8163009526055869
AT1G55480	AT4G09650	0.8162955206131258
AT1G01100	AT5G03850	0.8162911053716067
AT1G43860	AT5G57280	0.8162887216433156
AT1G74270	AT5G60670	0.8162449305608067
AT1G56410	AT2G16600	0.8162374049614469
AT1G03360	AT3G21540	0.8162281383735556
AT1G20920	AT4G22380	0.8162218769508083
AT1G17220	AT4G29060	0.8161788467229361
AT1G52220	AT3G26900	0.8161714774220831
AT1G77000	AT5G08139	0.8161665257468882
AT1G08250	AT1G69370	0.816157102733653
AT1G10580	AT5G17440	0.8161465870669494
AT1G69620	AT5G61170	0.8161376307494083
AT1G74710	AT5G34930	0.8161367582749306
AT5G63610	AT5G65420	0.8160899946030485
AT1G67740	AT3G21055	0.8160340160548202
AT1G50940	AT3G25572	0.8160109120348212
AT1G65290	AT2G35120	0.8160014981123449
AT1G14620	AT4G01310	0.8159879383981427
AT1G32470	AT3G62030	0.8159490246472751
AT1G25260	AT3G01610	0.8159104215318322
AT1G72990	AT1G78680	0.8159074597309315
AT1G26130	AT1G69870	0.8158490306618031
AT1G76300	AT4G33060	0.8158318342453059
AT1G15420	AT3G55510	0.8158237440608759
AT1G54770	AT1G56110	0.8157935419300981
AT1G56110	AT2G47790	0.8157785725176594
AT1G19520	AT1G71850	0.8157672024405381
AT1G48920	AT5G16750	0.8157637813432266
AT1G50920	AT2G22400	0.8157415670745821
AT1G49400	AT1G62850	0.8157394315980869
AT1G77140	AT4G04910	0.8157288173993911
AT1G42440	AT5G66540	0.81572558423426
AT1G60620	AT5G48240	0.8157131674645315
AT1G04400	AT2G18915	0.8156650004391067
AT1G22570	AT1G72700	0.8156625140329747
AT1G24510	AT4G02930	0.8156442392241527
AT1G07070	AT4G10450	0.8156301611284403
AT1G01230	AT1G11960	0.8156242082071654
AT1G15310	AT3G57490	0.8155964465894092
AT1G32990	AT3G54210	0.815584970218715
AT1G75510	AT5G20160	0.815510961845147
AT1G05190	AT5G09770	0.8155085943208457
AT1G56110	AT4G28450	0.8154880924132915
AT1G30910	AT5G48810	0.8154683044432771
AT1G67740	AT1G68010	0.8154458687098116
AT1G18660	AT3G02340	0.8154361495319117
AT1G03600	AT1G75350	0.8154228773859091
AT1G08520	AT3G48730	0.8154050011555822
AT1G32060	AT3G62410	0.8153898763836852
AT1G13440	AT3G12780	0.8153770179298865
AT1G14200	AT5G01720	0.8153708466257917
AT1G28280	AT3G18690	0.8153591245004098
AT1G48850	AT5G35530	0.8153560831254808
AT1G72320	AT2G19385	0.81534641691991
AT1G15420	AT4G25730	0.8153407140103422
AT1G35680	AT2G33800	0.8153018448014498
AT1G02680	AT5G09920	0.8152678396616132
AT1G26880	AT5G60670	0.8152634709999877
AT1G06720	AT3G06480	0.8152587243764506
AT1G63780	AT1G63810	0.815254169194095
AT1G18890	AT4G35310	0.8152240380492128
AT1G14570	AT4G15420	0.8152145125602265
AT1G15440	AT1G68990	0.8151913823147624
AT1G48630	AT2G39990	0.8151911363735656
AT1G54270	AT2G04520	0.8151811455596675
AT1G75350	AT5G40950	0.8151626813069203
AT1G07360	AT4G37120	0.815156076235305
AT1G63810	AT4G23540	0.8151552458580915
AT1G56110	AT3G01540	0.8151422316852515
AT1G66670	AT2G03390	0.8151412471498457
AT1G51900	AT2G35580	0.815130865521705
AT1G12000	AT4G24620	0.8151230087045132
AT1G03090	AT3G51840	0.8151012609903524
AT1G51510	AT5G09390	0.8150694389750148
AT1G77030	AT5G15550	0.8150630927519278
AT1G73030	AT5G63880	0.8150629000669141
AT1G73370	AT3G03250	0.8150381303010921
AT1G54780	AT1G74880	0.8150365328114507
AT1G65060	AT5G54160	0.8150282838938006
AT1G15570	AT2G23430	0.8150156956871949
AT1G15080	AT2G19450	0.8150026849436656
